symbol,n_snapshots,r2_direct,r2_+statistical,r2_total,marginal_statistical,marginal_derived,derived_share
ENJ,74,0.0811,0.0827,0.1013,0.0015,0.0187,0.1842
ORBS,8,0.0808,0.0899,0.0905,0.0091,0.0006,0.0071
ELA,74,0.0807,0.0958,0.1244,0.0151,0.0285,0.2294
ATLCL,14,0.0806,0.0917,0.1350,0.0111,0.0433,0.3205
FTAIN,22,0.0805,0.0814,0.1550,0.0009,0.0736,0.4749
PTGX,74,0.0802,0.0850,0.1269,0.0048,0.0419,0.3299
AXSM,74,0.0802,0.0937,0.1763,0.0135,0.0826,0.4683
LQDA,54,0.0801,0.0924,0.1409,0.0123,0.0485,0.3442
ISSC,74,0.0800,0.0890,0.0926,0.0090,0.0037,0.0395
ACRS,74,0.0799,0.0879,0.1484,0.0080,0.0605,0.4079
TALK,30,0.0797,0.0985,0.1240,0.0188,0.0255,0.2059
CDZI,74,0.0793,0.0864,0.1216,0.0071,0.0352,0.2894
NECB,74,0.0789,0.0838,0.1075,0.0050,0.0237,0.2205
LODE,74,0.0788,0.0844,0.1349,0.0057,0.0504,0.3739
OSS,59,0.0784,0.0905,0.1155,0.0121,0.0250,0.2163
LXEO,2,0.0782,0.0791,0.1538,0.0010,0.0747,0.4856
BWMN,20,0.0781,0.0821,0.1102,0.0040,0.0281,0.2549
CIX,74,0.0775,0.0962,0.1162,0.0187,0.0200,0.1717
RILYT,24,0.0774,0.0906,0.1145,0.0131,0.0240,0.2092
NGVC,74,0.0761,0.0871,0.1296,0.0111,0.0425,0.3279
INOD,74,0.0760,0.0908,0.1207,0.0147,0.0300,0.2482
LINC,74,0.0760,0.0840,0.1060,0.0081,0.0220,0.2072
MVST,46,0.0757,0.1082,0.1771,0.0325,0.0689,0.3891
CABA,39,0.0748,0.0942,0.1519,0.0194,0.0577,0.3797
USCB,18,0.0748,0.0932,0.1254,0.0184,0.0322,0.2568
ABEO,74,0.0738,0.0909,0.1733,0.0170,0.0824,0.4756
ONBPP,32,0.0738,0.0751,0.0797,0.0012,0.0047,0.0585
ANNX,30,0.0736,0.0968,0.1989,0.0232,0.1021,0.5134
SGMT,2,0.0733,0.0787,0.1201,0.0054,0.0414,0.3446
SFM,74,0.0733,0.0864,0.1706,0.0131,0.0841,0.4933
LRN,74,0.0733,0.0851,0.1082,0.0118,0.0231,0.2135
OXLCN,7,0.0732,0.0732,0.0684,0.0001,-0.0048,-0.0706
SRRK,56,0.0730,0.0861,0.1792,0.0131,0.0931,0.5196
STRT,74,0.0724,0.0794,0.0945,0.0070,0.0150,0.1593
PRAX,27,0.0722,0.0796,0.1342,0.0073,0.0546,0.4072
ELMD,74,0.0721,0.0785,0.1060,0.0064,0.0275,0.2593
LPTH,74,0.0715,0.0817,0.1042,0.0102,0.0225,0.2156
CELC,64,0.0715,0.0932,0.1219,0.0217,0.0287,0.2355
BPOPM,74,0.0712,0.0793,0.1036,0.0081,0.0243,0.2342
IRON,29,0.0711,0.0762,0.1129,0.0051,0.0367,0.3248
HLLY,26,0.0710,0.0807,0.1042,0.0097,0.0235,0.2254
GYRE,74,0.0710,0.0824,0.1310,0.0114,0.0486,0.3710
OXLCO,17,0.0709,0.0782,0.0769,0.0073,-0.0012,-0.0162
VRDN,74,0.0699,0.0730,0.1135,0.0031,0.0405,0.3567
ACHV,74,0.0696,0.0772,0.1023,0.0075,0.0252,0.2460
PMTU,2,0.0695,0.0724,0.1077,0.0029,0.0353,0.3275
GOODN,40,0.0694,0.0849,0.1057,0.0155,0.0209,0.1975
CALM,74,0.0693,0.0929,0.1234,0.0236,0.0305,0.2473
DJT,16,0.0689,0.0700,0.0821,0.0010,0.0121,0.1475
SVV,2,0.0674,0.0992,0.1517,0.0317,0.0525,0.3462
CRVS,74,0.0672,0.0825,0.1587,0.0152,0.0763,0.4804
ZVRA,74,0.0670,0.0753,0.1573,0.0083,0.0820,0.5212
LMB,74,0.0661,0.0769,0.0972,0.0108,0.0203,0.2090
COGT,57,0.0656,0.0783,0.1715,0.0127,0.0932,0.5433
COFS,74,0.0653,0.0827,0.1109,0.0174,0.0282,0.2544
DFTX,74,0.0644,0.0812,0.1086,0.0168,0.0273,0.2517
ECCC,19,0.0643,0.0793,0.0793,0.0150,-0.0000,-0.0004
FBRX,69,0.0634,0.0700,0.1075,0.0066,0.0375,0.3486
SEB,74,0.0632,0.0916,0.0882,0.0284,-0.0034,-0.0384
FWDI,74,0.0628,0.0696,0.0815,0.0068,0.0119,0.1465
FNRN,74,0.0625,0.0669,0.0920,0.0045,0.0250,0.2722
VIRT,74,0.0625,0.0721,0.1114,0.0097,0.0393,0.3525
DEC,24,0.0623,0.0713,0.0687,0.0090,-0.0026,-0.0379
NN,26,0.0621,0.0657,0.0861,0.0035,0.0204,0.2370
BELFA,74,0.0620,0.0701,0.0822,0.0081,0.0121,0.1476
RNGR,65,0.0616,0.0691,0.0952,0.0075,0.0261,0.2739
TSSI,74,0.0616,0.0633,0.0729,0.0018,0.0096,0.1316
FSUN,5,0.0610,0.0806,0.0601,0.0195,-0.0205,-0.3403
QUBT,74,0.0602,0.0674,0.0972,0.0072,0.0298,0.3069
SCCE,10,0.0601,0.0622,0.0834,0.0020,0.0212,0.2547
SVRA,69,0.0600,0.0707,0.1115,0.0106,0.0408,0.3662
RLMD,74,0.0599,0.0743,0.1185,0.0144,0.0442,0.3731
NHPAP,37,0.0595,0.0663,0.0673,0.0068,0.0010,0.0144
NMFCZ,2,0.0593,0.0470,0.1049,-0.0123,0.0579,0.5518
EVEX,8,0.0587,0.0590,0.0664,0.0003,0.0074,0.1119
OXLCL,22,0.0580,0.0597,0.1024,0.0018,0.0426,0.4163
OABI,16,0.0575,0.0613,0.0966,0.0039,0.0353,0.3651
PGY,21,0.0565,0.0610,0.0827,0.0045,0.0217,0.2627
ONBPO,31,0.0562,0.0575,0.0795,0.0013,0.0220,0.2770
WULF,74,0.0557,0.0595,0.0742,0.0038,0.0147,0.1981
TARA,74,0.0556,0.0667,0.0977,0.0111,0.0310,0.3173
IPX,7,0.0555,0.0599,0.0514,0.0043,-0.0085,-0.1661
OXLCP,35,0.0552,0.0552,0.0885,0.0000,0.0333,0.3763
VERA,20,0.0546,0.0560,0.1002,0.0013,0.0442,0.4413
IRD,74,0.0535,0.0682,0.0947,0.0146,0.0266,0.2805
ZIONP,74,0.0533,0.0577,0.0732,0.0044,0.0155,0.2113
GPGI,26,0.0532,0.0573,0.0768,0.0041,0.0195,0.2541
BWNB,13,0.0526,0.0594,0.1030,0.0067,0.0437,0.4238
SOUN,8,0.0526,0.0690,0.0851,0.0165,0.0161,0.1891
BGS,74,0.0523,0.0658,0.1700,0.0135,0.1042,0.6129
MPTI,3,0.0523,0.0567,0.0613,0.0044,0.0047,0.0762
UAMY,74,0.0522,0.0623,0.0897,0.0100,0.0275,0.3060
BKTI,74,0.0516,0.0537,0.0775,0.0021,0.0238,0.3065
SLDB,60,0.0514,0.0623,0.1110,0.0108,0.0488,0.4393
CZFS,74,0.0509,0.0570,0.0777,0.0061,0.0207,0.2664
TRVI,44,0.0508,0.0592,0.0937,0.0083,0.0345,0.3685
QXO,74,0.0508,0.0581,0.0711,0.0073,0.0130,0.1823
LWAY,74,0.0507,0.0511,0.0821,0.0005,0.0310,0.3773
SCCG,5,0.0504,0.0421,0.0484,-0.0083,0.0063,0.1294
SYM,22,0.0503,0.0534,0.0848,0.0031,0.0315,0.3709
ORIC,33,0.0502,0.0648,0.1303,0.0146,0.0654,0.5025
SLS,74,0.0490,0.0616,0.0896,0.0126,0.0280,0.3126
METCB,2,0.0489,0.0502,0.1121,0.0013,0.0619,0.5524
GPCR,2,0.0485,0.0495,0.0757,0.0011,0.0262,0.3460
FEIM,74,0.0483,0.0493,0.0614,0.0010,0.0120,0.1962
LVWR,26,0.0483,0.0498,0.0670,0.0015,0.0172,0.2566
ABAT,74,0.0480,0.0573,0.0780,0.0094,0.0207,0.2650
DMAC,74,0.0479,0.0652,0.0728,0.0173,0.0077,0.1051
FBYD,2,0.0479,0.0614,0.0433,0.0135,-0.0181,-0.4183
XMAX,74,0.0478,0.0543,0.0728,0.0065,0.0185,0.2541
ECCV,12,0.0477,0.0499,0.0531,0.0022,0.0032,0.0598
RWAYL,5,0.0476,0.0504,0.0697,0.0029,0.0193,0.2770
MAMA,18,0.0475,0.0549,0.0690,0.0074,0.0140,0.2036
CDZIP,19,0.0474,0.0480,0.0554,0.0005,0.0074,0.1338
RILYL,28,0.0471,0.0590,0.0550,0.0119,-0.0040,-0.0726
DVLT,54,0.0470,0.0562,0.0834,0.0092,0.0272,0.3263
TOI,31,0.0466,0.0540,0.0605,0.0074,0.0065,0.1081
GRNT,26,0.0465,0.0479,0.0637,0.0014,0.0159,0.2489
ALT,68,0.0463,0.0729,0.1540,0.0266,0.0811,0.5264
ELVN,34,0.0463,0.0614,0.1133,0.0151,0.0519,0.4580
DCTH,56,0.0463,0.0600,0.0782,0.0137,0.0183,0.2334
NHPBP,15,0.0461,0.0453,0.0659,-0.0007,0.0205,0.3118
LANDO,27,0.0455,0.0471,0.0589,0.0016,0.0118,0.1999
CATX,74,0.0454,0.0485,0.0771,0.0031,0.0286,0.3704
SLNHP,17,0.0452,0.0545,0.0535,0.0093,-0.0010,-0.0179
PROK,19,0.0449,0.0492,0.0741,0.0042,0.0249,0.3365
LANDP,2,0.0449,0.0471,0.0491,0.0022,0.0021,0.0417
CMPX,21,0.0448,0.0566,0.1020,0.0118,0.0454,0.4453
RR,2,0.0445,0.0462,0.0599,0.0017,0.0137,0.2293
IDR,74,0.0436,0.0435,0.0529,-0.0001,0.0094,0.1778
CAPR,74,0.0435,0.0548,0.1051,0.0113,0.0504,0.4792
LRMR,74,0.0431,0.0486,0.0717,0.0055,0.0231,0.3219
TENX,74,0.0429,0.0473,0.0625,0.0044,0.0152,0.2430
OPAL,20,0.0429,0.0514,0.0762,0.0085,0.0248,0.3250
NPCE,21,0.0425,0.0481,0.0894,0.0056,0.0413,0.4619
SABS,23,0.0424,0.0606,0.0788,0.0182,0.0183,0.2316
IMMX,13,0.0422,0.0433,0.0682,0.0011,0.0249,0.3651
RCAT,74,0.0420,0.0427,0.0548,0.0007,0.0121,0.2213
SBET,74,0.0417,0.0537,0.0770,0.0120,0.0233,0.3028
OBT,74,0.0415,0.0448,0.0746,0.0033,0.0298,0.3992
GCT,5,0.0413,0.0483,0.0672,0.0070,0.0189,0.2816
ALOY,74,0.0413,0.0428,0.0647,0.0015,0.0219,0.3383
KELYB,74,0.0400,0.0529,0.0746,0.0129,0.0217,0.2905
NB,2,0.0399,0.0405,0.0530,0.0006,0.0125,0.2363
GJS,74,0.0398,0.0427,0.0656,0.0028,0.0229,0.3497
NPWR,17,0.0395,0.0409,0.0607,0.0014,0.0198,0.3261
FRMEP,29,0.0393,0.0399,0.0455,0.0006,0.0056,0.1230
PALI,74,0.0388,0.0526,0.0814,0.0139,0.0288,0.3534
DUOT,68,0.0378,0.0478,0.0592,0.0099,0.0114,0.1921
BNTC,74,0.0378,0.0424,0.0602,0.0046,0.0178,0.2953
WEST,15,0.0378,0.0451,0.0899,0.0073,0.0448,0.4982
ORKA,74,0.0373,0.0597,0.1054,0.0224,0.0457,0.4335
ACI,31,0.0372,0.0508,0.1010,0.0136,0.0501,0.4966
SMMT,74,0.0369,0.0467,0.0897,0.0097,0.0430,0.4797
BLTE,8,0.0366,0.0427,0.0656,0.0061,0.0229,0.3487
OXLCZ,12,0.0366,0.0343,0.0709,-0.0022,0.0366,0.5162
BCAL,74,0.0365,0.0418,0.0586,0.0053,0.0168,0.2861
SKYH,25,0.0362,0.0425,0.0633,0.0062,0.0208,0.3287
ISBA,74,0.0357,0.0382,0.0565,0.0025,0.0183,0.3233
BWBBP,17,0.0357,0.0406,0.0577,0.0048,0.0171,0.2968
FCRX,20,0.0345,0.0351,0.0502,0.0006,0.0151,0.3012
FTAIM,2,0.0338,0.0350,0.0524,0.0013,0.0174,0.3313
SIDU,13,0.0331,0.0360,0.0460,0.0029,0.0100,0.2180
SENEB,74,0.0325,0.0321,0.0479,-0.0004,0.0158,0.3306
MNPR,37,0.0315,0.0459,0.0652,0.0144,0.0193,0.2961
POWWP,20,0.0311,0.0353,0.0432,0.0042,0.0078,0.1813
AMPX,4,0.0311,0.0323,0.1069,0.0012,0.0746,0.6982
GETY,28,0.0307,0.0340,0.0536,0.0033,0.0196,0.3649
LFMDP,15,0.0305,0.0351,0.0345,0.0046,-0.0006,-0.0184
ASST,2,0.0304,0.0307,0.0363,0.0004,0.0056,0.1542
ELDN,74,0.0294,0.0368,0.0645,0.0075,0.0277,0.4292
GREEL,15,0.0292,0.0546,0.0629,0.0254,0.0084,0.1328
AENT,22,0.0292,0.0336,0.0422,0.0045,0.0086,0.2034
TYGO,16,0.0290,0.0299,0.0468,0.0009,0.0169,0.3613
BBAI,21,0.0290,0.0314,0.0627,0.0025,0.0313,0.4986
GAINZ,17,0.0280,0.0416,0.0507,0.0136,0.0090,0.1786
SSSSL,13,0.0279,0.0308,0.0476,0.0029,0.0169,0.3541
SRZN,24,0.0277,0.0382,0.0593,0.0105,0.0211,0.3559
BHRB,74,0.0273,0.0316,0.0533,0.0043,0.0217,0.4066
XOMAP,25,0.0267,0.0276,0.0405,0.0009,0.0129,0.3183
VSTS,2,0.0266,0.0437,0.0548,0.0171,0.0111,0.2028
OXSQG,20,0.0262,0.0277,0.0852,0.0015,0.0575,0.6748
CLYM,17,0.0259,0.0228,0.0594,-0.0031,0.0366,0.6158
BANFP,74,0.0255,0.0261,0.0481,0.0006,0.0220,0.4577
ARMP,74,0.0252,0.0291,0.0396,0.0039,0.0105,0.2660
EFSCP,14,0.0249,0.0282,0.0451,0.0032,0.0169,0.3752
QBTS,25,0.0248,0.0276,0.0429,0.0028,0.0153,0.3558
CTGO,74,0.0241,0.0259,0.0442,0.0018,0.0183,0.4145
MLTX,27,0.0238,0.0252,0.0529,0.0013,0.0277,0.5240
GCTS,13,0.0233,0.0258,0.0481,0.0025,0.0224,0.4642
ZSQR,25,0.0230,0.0261,0.0459,0.0031,0.0197,0.4301
RZLT,74,0.0230,0.0250,0.0418,0.0021,0.0168,0.4009
SBC,4,0.0229,0.0217,0.0294,-0.0013,0.0078,0.2636
SAT,8,0.0226,0.0304,0.0520,0.0078,0.0216,0.4149
ALTI,21,0.0223,0.0238,0.0415,0.0015,0.0177,0.4265
LUNR,14,0.0221,0.0263,0.0305,0.0043,0.0042,0.1372
INV,14,0.0216,0.0226,0.0338,0.0010,0.0112,0.3307
OPTX,12,0.0216,0.0236,0.0352,0.0021,0.0116,0.3295
XOMAO,21,0.0201,0.0215,0.0359,0.0014,0.0145,0.4024
OKLO,18,0.0201,0.0203,0.0558,0.0003,0.0355,0.6358
NUAI,12,0.0200,0.0206,0.0590,0.0006,0.0384,0.6507
SCCD,13,0.0196,0.0209,0.0341,0.0013,0.0132,0.3872
ALMU,2,0.0195,0.0204,0.0401,0.0009,0.0197,0.4911
DGICB,74,0.0191,0.0202,0.0372,0.0011,0.0170,0.4572
CCZ,36,0.0191,0.0202,0.0349,0.0012,0.0146,0.4199
SOC,21,0.0184,0.0188,0.0327,0.0003,0.0139,0.4262
BULLW,5,0.0173,0.0177,0.0361,0.0004,0.0184,0.5086
ABX,28,0.0173,0.0243,0.0360,0.0070,0.0117,0.3254
ESOA,74,0.0173,0.0182,0.0333,0.0009,0.0151,0.4535
FGBIP,21,0.0168,0.0182,0.0362,0.0014,0.0180,0.4977
SAZ,2,0.0164,0.0192,0.0340,0.0029,0.0148,0.4354
HTFC,7,0.0153,0.0162,0.0262,0.0008,0.0101,0.3838
BULL,5,0.0139,0.0145,0.0360,0.0006,0.0215,0.5980
PSIX,74,0.0130,0.0160,0.0295,0.0030,0.0135,0.4578
CCNEP,29,0.0127,0.0142,0.0273,0.0015,0.0130,0.4782
OCCIN,13,0.0127,0.0134,0.0320,0.0007,0.0186,0.5814
AIRJ,11,0.0126,0.0135,0.0302,0.0008,0.0168,0.5544
SAJ,2,0.0114,0.0138,0.0260,0.0025,0.0122,0.4681
GEGGL,7,0.0112,0.0139,0.0558,0.0027,0.0420,0.7518
NVCT,11,0.0111,0.0123,0.0418,0.0012,0.0294,0.7047
SAY,2,0.0085,0.0101,0.0286,0.0016,0.0185,0.6472
WHFCL,2,0.0080,0.0086,0.0207,0.0006,0.0121,0.5854
TRON,2,0.0075,0.0083,0.0186,0.0008,0.0103,0.5556
OFSSH,15,0.0072,0.0077,0.0222,0.0005,0.0145,0.6528
USAR,2,0.0064,0.0093,0.0349,0.0028,0.0257,0.7351
SWKHL,2,0.0062,0.0064,0.0218,0.0002,0.0154,0.7050
NEWTI,2,0.0048,0.0061,0.0347,0.0013,0.0286,0.8242
